EmployeeID,AttendancePercentage,LeavesTaken,JobSatisfaction,WorkLifeBalance,Attrition
EMP01526,78.5,3,5,5,No
EMP01527,92.0,10,3,5,No
EMP01528,82.7,30,1,5,No
EMP01529,84.7,0,5,5,No
EMP01530,93.5,14,2,1,No
EMP01531,98.4,28,3,2,No
EMP01532,88.8,8,5,2,No
EMP01533,98.1,5,2,5,No
EMP01534,95.0,7,3,3,No
EMP01535,97.5,13,2,2,No
EMP01536,84.1,13,3,4,No
EMP01537,99.6,11,5,3,No
EMP01538,96.4,15,5,1,No
EMP01539,79.6,6,2,5,No
EMP01540,81.2,4,1,2,No
EMP01541,77.1,6,3,5,No
EMP01542,89.8,28,5,4,No
EMP01543,75.6,30,5,1,No
EMP01544,99.6,22,3,3,No
EMP01545,83.2,18,3,1,No
EMP01546,81.7,4,3,2,No
EMP01547,98.4,11,2,3,No
EMP01548,84.7,24,4,1,No
EMP01549,97.1,4,4,3,No
EMP01550,86.5,9,1,2,No
EMP01551,89.3,20,3,2,No
EMP01552,92.4,0,3,1,No
EMP01553,90.4,13,4,3,No
EMP01554,99.9,9,2,1,Yes
EMP01555,86.7,14,2,1,No
EMP01556,84.1,9,2,2,No
EMP01557,99.0,2,5,5,No
EMP01558,99.9,19,2,2,No
EMP01559,77.0,14,2,3,No
EMP01560,96.6,23,1,4,No
EMP01561,77.7,0,5,5,No
EMP01562,84.0,6,4,4,No
EMP01563,76.0,17,2,1,No
EMP01564,81.1,5,4,2,No
EMP01565,81.3,29,1,1,No
EMP01566,96.4,27,1,1,No
EMP01567,92.1,5,2,4,No
EMP01568,96.4,29,3,2,Yes
EMP01569,93.2,4,5,4,No
EMP01570,84.6,27,3,5,No
EMP01571,83.4,20,5,3,No
EMP01572,84.1,16,3,4,No
EMP01573,100.0,25,1,4,No
EMP01574,87.3,23,1,4,No
EMP01575,96.2,0,3,2,No
EMP01576,98.8,27,3,1,No
EMP01577,95.7,29,1,3,No
EMP01578,80.7,3,5,1,No
EMP01579,82.0,20,5,5,No
EMP01580,84.2,5,1,1,No
EMP01581,76.4,16,2,4,No
EMP01582,76.4,27,2,1,No
EMP01583,77.9,12,1,5,No
EMP01584,79.2,15,4,3,No
EMP01585,78.2,23,5,1,No
EMP01586,82.4,15,4,4,No
EMP01587,98.3,29,2,2,No
EMP01588,95.7,18,2,4,No
EMP01589,81.8,20,2,2,No
EMP01590,98.4,15,3,2,No
EMP01591,94.2,2,5,2,No
EMP01592,99.3,22,4,5,No
EMP01593,99.8,3,3,1,Yes
EMP01594,91.3,6,3,3,No
EMP01595,99.9,13,2,5,No
EMP01596,98.9,26,1,2,No
EMP01597,76.7,16,1,3,Yes
EMP01598,88.8,10,1,3,Yes
EMP01599,99.5,28,1,2,No
EMP01600,86.2,25,4,1,No
EMP01601,81.5,1,3,2,No
EMP01602,93.6,28,1,1,No
EMP01603,97.7,2,2,5,No
EMP01604,85.2,11,5,1,No
EMP01605,80.5,15,5,2,No
EMP01606,83.5,3,2,5,No
EMP01607,99.5,20,3,5,No
EMP01608,94.9,6,5,1,No
EMP01609,99.7,6,5,1,Yes
EMP01610,98.1,25,4,4,Yes
EMP01611,86.7,28,3,4,No
EMP01612,96.9,8,2,2,No
EMP01613,85.1,20,1,3,No
EMP01614,79.3,28,5,2,No
EMP01615,88.3,7,1,5,No
EMP01616,86.2,0,3,1,No
EMP01617,87.9,3,2,2,No
EMP01618,88.9,12,1,1,No
EMP01619,86.3,5,2,2,No
EMP01620,76.8,17,4,2,Yes
EMP01621,78.3,1,1,5,No
EMP01622,89.2,29,1,2,No
EMP01623,88.2,10,5,2,No
EMP01624,93.4,28,1,4,No
EMP01625,93.1,2,5,2,No
EMP01626,76.0,3,4,2,Yes
EMP01627,79.1,15,1,1,No
EMP01628,81.4,18,4,2,No
EMP01629,77.0,6,2,1,No
EMP01630,88.8,17,5,4,No
EMP01631,82.8,23,5,5,No
EMP01632,96.5,5,3,3,No
EMP01633,84.6,6,2,2,No
EMP01634,93.5,10,2,4,No
EMP01635,90.6,18,4,4,No
EMP01636,80.2,1,1,5,No
EMP01637,81.2,25,2,2,No
EMP01638,93.4,17,5,3,No
EMP01639,75.6,25,1,3,No
EMP01640,76.7,10,1,4,No
EMP01641,82.9,21,3,5,Yes
EMP01642,76.1,26,2,2,No
EMP01643,78.7,2,2,2,No
EMP01644,82.8,15,3,2,No
EMP01645,95.6,29,1,1,No
EMP01646,78.8,14,5,5,No
EMP01647,79.4,6,4,2,No
EMP01648,81.7,23,2,5,No
EMP01649,76.7,7,4,4,No
EMP01650,79.1,9,5,4,No
EMP01651,80.2,17,5,4,No
EMP01652,87.6,17,3,1,No
EMP01653,87.6,8,1,5,No
EMP01654,76.4,2,1,1,No
EMP01655,92.4,24,4,1,No
EMP01656,85.3,23,4,3,No
EMP01657,86.5,12,1,5,No
EMP01658,79.9,23,4,4,No
EMP01659,95.5,28,2,3,No
EMP01660,87.9,2,4,4,No
EMP01661,89.0,13,4,5,No
EMP01662,86.1,2,2,4,No
EMP01663,97.6,15,1,5,No
EMP01664,97.2,2,1,5,No
EMP01665,95.5,13,5,3,No
EMP01666,82.3,3,3,1,No
EMP01667,98.3,6,4,2,No
EMP01668,80.3,10,5,4,No
EMP01669,86.5,7,2,4,No
EMP01670,75.3,0,4,2,No
EMP01671,91.8,25,1,3,No
EMP01672,91.8,13,2,2,No
EMP01673,98.6,6,1,1,No
EMP01674,84.9,7,4,1,No
EMP01675,92.9,27,3,3,No
EMP01676,79.4,13,3,1,No
EMP01677,93.7,18,1,1,No
EMP01678,76.4,3,4,4,No
EMP01679,98.9,2,2,3,No
EMP01680,89.5,18,3,1,No
EMP01681,90.8,14,5,3,No
EMP01682,84.8,7,1,1,Yes
EMP01683,95.9,2,2,2,No
EMP01684,86.6,9,5,5,No
EMP01685,90.7,1,3,2,No
EMP01686,86.9,6,1,2,No
EMP01687,78.3,12,3,2,No
EMP01688,77.1,22,5,3,No
EMP01689,88.9,12,1,2,No
EMP01690,75.6,20,4,3,No
EMP01691,99.1,19,3,5,No
EMP01692,86.7,28,1,5,No
EMP01693,88.8,6,2,1,No
EMP01694,94.2,12,1,1,No
EMP01695,78.2,25,5,3,No
EMP01696,95.6,17,1,5,No
EMP01697,95.4,18,4,1,No
EMP01698,98.5,5,5,2,No
EMP01699,86.4,19,4,1,No
EMP01700,81.8,8,2,1,No
EMP01701,92.6,1,4,5,No
EMP01702,83.4,10,1,5,No
EMP01703,98.1,2,1,4,Yes
EMP01704,90.0,13,5,2,No
EMP01705,89.7,29,4,4,No
EMP01706,92.3,12,1,5,No
EMP01707,96.2,26,3,3,No
EMP01708,91.2,2,5,5,No
EMP01709,99.9,20,3,2,No
EMP01710,99.8,4,1,1,No
EMP01711,88.9,21,3,1,No
EMP01712,79.6,30,1,5,No
EMP01713,79.0,20,5,2,No
EMP01714,87.7,13,4,5,No
EMP01715,95.4,13,3,1,No
EMP01716,99.1,8,1,1,No
EMP01717,88.3,19,4,4,No
EMP01718,80.3,1,2,2,No
EMP01719,79.7,1,5,5,Yes
EMP01720,91.4,27,3,3,No
EMP01721,80.7,27,5,3,Yes
EMP01722,98.5,8,1,4,No
EMP01723,99.3,24,4,4,Yes
EMP01724,77.2,13,4,2,No
EMP01725,99.2,24,5,5,No
EMP01726,98.1,24,4,5,No
EMP01727,98.9,16,4,5,No
EMP01728,83.0,20,5,2,Yes
EMP01729,83.5,18,4,3,No
EMP01730,86.9,14,3,1,No
EMP01731,86.9,25,2,3,No
EMP01732,83.6,29,5,2,No
EMP01733,95.4,15,1,3,No
EMP01734,84.1,16,3,4,No
EMP01735,95.6,15,5,2,No
EMP01736,93.7,1,3,4,No
EMP01737,76.7,26,4,2,No
EMP01738,88.0,26,4,4,No
EMP01739,99.9,1,2,5,No
EMP01740,81.8,27,3,5,No
EMP01741,94.6,18,1,3,No
EMP01742,97.6,7,4,1,No
EMP01743,96.6,21,3,2,No
EMP01744,95.3,3,2,1,Yes
EMP01745,75.3,17,3,2,No
EMP01746,84.9,25,5,4,No
EMP01747,78.3,29,2,5,No
EMP01748,89.1,10,1,2,Yes
EMP01749,90.1,29,3,4,No
EMP01750,75.8,25,1,2,No
EMP01751,91.4,11,4,1,No
EMP01752,85.9,3,2,4,No
EMP01753,83.9,4,5,3,No
EMP01754,80.8,24,3,4,Yes
EMP01755,89.3,15,1,5,No
EMP01756,96.5,14,2,1,Yes
EMP01757,80.0,21,1,5,No
EMP01758,98.2,19,2,5,No
EMP01759,82.3,11,3,3,No
EMP01760,92.7,29,1,4,No
EMP01761,81.5,22,4,1,No
EMP01762,98.6,9,5,3,No
EMP01763,86.2,18,5,1,No
EMP01764,88.2,9,3,2,Yes
EMP01765,98.2,18,3,4,Yes
EMP01766,92.6,19,3,1,No
EMP01767,95.0,19,3,5,No
EMP01768,98.2,10,2,5,No
EMP01769,79.4,23,1,1,Yes
EMP01770,77.9,18,1,1,No
EMP01771,87.8,16,1,1,Yes
EMP01772,96.1,16,2,4,No
EMP01773,81.0,10,2,4,No
EMP01774,93.0,6,1,1,No
EMP01775,78.3,23,4,2,No
EMP01776,77.8,19,2,2,No
EMP01777,77.8,26,1,1,No
EMP01778,77.0,2,1,1,No
EMP01779,80.4,3,2,1,No
EMP01780,88.5,20,2,4,No
EMP01781,89.2,20,2,4,No
EMP01782,97.8,26,4,1,No
EMP01783,90.8,26,5,2,Yes
EMP01784,79.7,16,5,1,No
EMP01785,89.0,14,2,5,No
EMP01786,82.9,22,5,2,No
EMP01787,97.1,11,1,3,No
EMP01788,77.4,3,5,3,Yes
EMP01789,85.1,22,1,4,No
EMP01790,91.4,26,2,4,No
EMP01791,84.7,19,3,3,No
EMP01792,80.2,28,3,5,No
EMP01793,99.2,26,3,3,Yes
EMP01794,92.7,8,1,2,Yes
EMP01795,96.8,0,3,3,No
EMP01796,76.9,5,5,4,No
EMP01797,96.5,26,1,2,No
EMP01798,76.8,6,2,2,No
EMP01799,99.2,23,5,5,No
EMP01800,79.3,13,2,3,No
EMP01801,96.8,26,1,3,No
EMP01802,75.9,16,3,1,No
EMP01803,96.6,24,2,1,No
EMP01804,99.9,23,2,1,No
EMP01805,97.1,21,2,4,No
EMP01806,88.0,16,2,3,No
EMP01807,75.3,12,3,2,No
EMP01808,79.5,3,3,4,No
EMP01809,83.7,28,1,4,No
EMP01810,79.7,22,2,4,No
EMP01811,94.6,13,4,3,No
EMP01812,94.5,26,2,1,No
EMP01813,97.1,20,2,5,No
EMP01814,76.4,17,3,1,No
EMP01815,94.3,14,5,3,No
EMP01816,86.4,8,2,1,No
EMP01817,98.2,13,4,5,No
EMP01818,77.9,11,3,1,No
EMP01819,81.4,19,5,5,Yes
EMP01820,86.0,8,2,3,No
EMP01821,90.1,19,1,3,No
EMP01822,93.3,27,2,3,No
EMP01823,96.5,14,5,4,No
EMP01824,89.1,17,2,1,No
EMP01825,83.2,1,4,1,No
EMP01826,85.8,0,2,4,No
EMP01827,81.5,11,3,2,No
EMP01828,93.4,5,5,4,Yes
EMP01829,96.0,23,5,4,No
EMP01830,100.0,22,5,5,No
EMP01831,97.1,14,4,5,No
EMP01832,86.2,9,5,3,No
EMP01833,78.6,23,1,4,No
EMP01834,80.0,30,1,3,Yes
EMP01835,89.6,11,5,2,No
EMP01836,78.7,6,5,4,No
EMP01837,86.5,17,3,4,No
EMP01838,85.6,4,3,2,Yes
EMP01839,97.0,13,4,2,No
EMP01840,84.4,18,2,1,No
EMP01841,82.9,10,3,2,No
EMP01842,75.8,7,4,4,No
EMP01843,81.4,8,1,1,No
EMP01844,86.6,17,4,1,No
EMP01845,86.1,30,4,1,Yes
EMP01846,84.4,22,3,4,No
EMP01847,87.4,27,5,4,No
EMP01848,87.5,6,3,1,No
EMP01849,92.0,26,5,4,No
EMP01850,91.3,24,5,3,Yes
EMP01851,86.2,0,1,3,No
EMP01852,98.3,17,2,2,No
EMP01853,93.8,14,2,3,Yes
EMP01854,88.1,22,3,5,No
EMP01855,77.9,26,5,1,No
EMP01856,92.2,5,1,2,No
EMP01857,82.4,5,3,1,No
EMP01858,98.4,22,3,3,Yes
EMP01859,96.5,8,2,2,Yes
EMP01860,95.7,6,5,1,Yes
EMP01861,83.8,23,3,3,No
EMP01862,83.5,14,3,1,No
EMP01863,75.9,6,2,2,No
EMP01864,87.9,16,3,4,No
EMP01865,83.6,4,2,4,No
EMP01866,90.3,13,1,2,Yes
EMP01867,80.3,30,1,4,No
EMP01868,78.3,3,2,1,No
EMP01869,97.0,24,4,4,No
EMP01870,97.6,25,2,2,No
EMP01871,76.8,5,2,1,No
EMP01872,84.5,29,1,2,No
EMP01873,86.2,24,4,3,No
EMP01874,88.0,18,1,1,No
EMP01875,77.1,5,4,4,No
EMP01876,86.5,5,5,5,No
EMP01877,77.3,24,1,3,No
EMP01878,92.8,29,3,2,No
EMP01879,83.6,22,1,2,No
EMP01880,91.1,15,4,3,No
EMP01881,87.0,1,2,1,No
EMP01882,78.0,24,5,5,No
EMP01883,88.7,1,5,5,No
EMP01884,97.5,13,3,5,No
EMP01885,85.1,22,2,5,No
EMP01886,98.6,14,3,3,Yes
EMP01887,82.3,13,5,2,No
EMP01888,92.3,26,5,3,Yes
EMP01889,89.7,5,4,3,No
EMP01890,85.6,0,1,5,No
EMP01891,88.8,15,5,3,No
EMP01892,96.1,3,2,2,No
EMP01893,77.6,3,3,3,No
EMP01894,80.0,26,4,5,No
EMP01895,88.5,20,2,5,No
EMP01896,79.8,7,5,2,No
EMP01897,96.1,2,5,4,No
EMP01898,98.0,8,1,3,Yes
EMP01899,77.3,10,3,3,No
EMP01900,98.2,23,5,2,No
EMP01901,99.2,19,2,1,No
EMP01902,82.1,26,5,5,No
EMP01903,90.5,13,1,4,No
EMP01904,97.1,27,1,2,No
EMP01905,89.4,30,4,2,No
EMP01906,93.9,26,5,1,No
EMP01907,85.9,20,2,5,No
EMP01908,96.9,9,2,4,No
EMP01909,91.5,18,2,2,No
EMP01910,88.4,5,1,4,No
EMP01911,90.2,7,2,3,No
EMP01912,87.8,5,5,4,No
EMP01913,91.3,23,4,5,No
EMP01914,76.1,0,1,3,No
EMP01915,86.2,30,1,2,Yes
EMP01916,89.8,12,2,1,Yes
EMP01917,90.2,8,5,1,No
EMP01918,91.3,18,3,5,No
EMP01919,86.3,29,1,1,No
EMP01920,99.7,17,1,4,No
EMP01921,91.1,17,1,1,No
EMP01922,76.2,21,2,1,No
EMP01923,98.9,23,3,4,No
EMP01924,84.1,4,3,2,No
EMP01925,84.6,16,3,3,No
EMP01926,77.8,24,5,4,No
EMP01927,98.8,30,3,2,No
EMP01928,93.1,24,5,5,No
EMP01929,88.7,12,3,4,No
EMP01930,82.5,19,2,5,No
EMP01931,78.6,0,2,3,No
EMP01932,83.7,4,4,3,No
EMP01933,95.8,23,1,2,No
EMP01934,97.2,11,2,1,No
EMP01935,99.3,21,5,3,No
EMP01936,80.2,13,5,3,No
EMP01937,99.1,0,4,2,No
EMP01938,77.8,30,3,1,No
EMP01939,75.8,8,1,2,No
EMP01940,98.3,21,4,3,No
EMP01941,83.5,16,5,5,No
EMP01942,84.5,29,4,1,No
EMP01943,87.8,18,4,2,No
EMP01944,76.2,9,1,5,No
EMP01945,99.6,3,1,2,No
EMP01946,96.8,15,2,3,No
EMP01947,81.5,25,2,2,No
EMP01948,88.4,8,4,2,No
EMP01949,84.2,26,2,3,No
EMP01950,94.1,5,1,4,No
EMP01951,97.4,18,1,3,No
EMP01952,83.2,20,1,1,No
EMP01953,82.1,7,3,3,No
EMP01954,97.5,23,2,5,No
EMP01955,79.7,0,4,5,No
EMP01956,76.4,2,1,1,No
EMP01957,83.0,0,2,2,No
EMP01958,83.0,16,1,2,No
EMP01959,83.3,4,2,4,No
EMP01960,94.2,7,5,2,No
EMP01961,99.0,8,1,2,No
EMP01962,88.1,3,2,1,No
EMP01963,91.2,11,4,1,No
EMP01964,78.3,16,1,1,No
EMP01965,98.4,18,3,4,No
EMP01966,76.5,9,3,4,Yes
EMP01967,89.4,14,5,5,No
EMP01968,75.0,15,1,3,No
EMP01969,95.8,6,2,1,No
EMP01970,92.1,22,1,4,No
EMP01971,80.5,23,2,2,No
EMP01972,99.3,16,5,4,No
EMP01973,97.3,3,5,2,No
EMP01974,83.8,8,5,5,No
EMP01975,78.8,8,5,4,No
EMP01976,99.3,0,4,1,No
EMP01977,88.3,16,1,2,No
EMP01978,75.6,8,3,1,No
EMP01979,82.7,1,4,2,No
EMP01980,100.0,26,2,2,No
EMP01981,80.7,6,1,2,No
EMP01982,97.2,8,4,5,No
EMP01983,84.1,15,5,2,No
EMP01984,98.4,18,1,1,No
EMP01985,93.9,9,5,2,No
EMP01986,92.0,19,2,2,No
EMP01987,78.3,17,4,2,No
EMP01988,86.6,2,2,1,No
EMP01989,77.1,16,2,2,No
EMP01990,78.8,29,1,3,No
EMP01991,76.7,6,1,3,No
EMP01992,94.4,0,3,3,No
EMP01993,77.2,10,2,5,No
EMP01994,94.3,8,3,3,Yes
EMP01995,90.2,15,4,1,No
EMP01996,76.9,0,2,5,No
EMP01997,86.3,6,3,4,No
EMP01998,93.9,8,3,3,No
EMP01999,84.2,27,4,1,No
EMP02000,89.0,4,2,4,Yes
